Date,Town,ProjectName,Story,PropertyType,Model,Tenure,AreaSQM,PricePSF,Price
1-May-19,Clementi,Blk 347 Clementi Avenue 5,XX to XX,4-Room,New Generation,99 Yrs FROM 1979,92,4876.00,448000.00
1-May-19,Clementi,Blk 205 Clementi Avenue 6,XX to XX,4-Room,New Generation,99 Yrs FROM 1984,91,4984.00,453000.00
1-May-19,Clementi,Blk 610 Clementi West Street 1,XX to XX,4-Room,Model A,99 Yrs FROM 1983,104,4618.00,480000.00
1-May-19,Clementi,Blk 714 Clementi West Street 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1980,92,4295.00,395000.00
1-May-19,Clementi,Blk 716 Clementi West Street 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1981,91,4424.00,402000.00
1-May-19,Clementi,Blk 731 Clementi West Street 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1980,93,4037.00,375000.00
28-Jun-19,Geylang,Blk 102 Aljunied Crescent,XX to XX,4-Room,New Generation,99 Yrs FROM 1978,92,4133.00,380000.00
28-Jun-19,Geylang,Blk 30 Cassia Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 1998,102,7018.00,715000.00
28-Jun-19,Geylang,Blk 11 Eunos Crescent,XX to XX,4-Room,New Generation,99 Yrs FROM 1977,91,5199.00,473000.00
28-Jun-19,Geylang,Blk 36 Eunos Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2006,85,7772.00,660000.00
28-Jun-19,Geylang,Blk 2D Geylang Serai,XX to XX,4-Room,Model A,99 Yrs FROM 2011,95,7266.00,690000.00
28-Jun-19,Geylang,Blk 121 Paya Lebar Way,XX to XX,4-Room,New Generation,99 Yrs FROM 1980,91,4069.00,370000.00
28-Jun-19,Geylang,Blk 121 Paya Lebar Way,XX to XX,4-Room,New Generation,99 Yrs FROM 1980,91,4230.00,385000.00
28-Jun-19,Geylang,Blk 9 Pine Close,XX to XX,4-Room,Model A,99 Yrs FROM 1997,102,6717.00,685000.00
28-Jun-19,Geylang,Blk 55 Pipit Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,102,5393.00,550000.00
28-Jun-19,Geylang,Blk 92 Pipit Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,102,5597.00,570000.00
28-Jun-19,Geylang,Blk 318 Ubi Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1985,104,4133.00,430000.00
28-Jun-19,Geylang,Blk 319 Ubi Avenue 1,XX to XX,4-Room,Simplified,99 Yrs FROM 1985,84,4435.00,372500.00
28-Jun-19,Geylang,Blk 324 Ubi Avenue 1,XX to XX,4-Room,Simplified,99 Yrs FROM 1985,84,4166.00,350000.00
28-Jun-19,Geylang,Blk 329 Ubi Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1985,103,4080.00,420000.00
1-May-19,Geylang,Blk 32 Cassia Crescent,XX to XX,4-Room,New Generation,99 Yrs FROM 1981,93,5802.00,540000.00
1-May-19,Geylang,Blk 56 Cassia Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 1998,101,7029.00,710000.00
1-May-19,Geylang,Blk 10 Eunos Crescent,XX to XX,4-Room,New Generation,99 Yrs FROM 1978,92,5005.00,460000.00
1-May-19,Geylang,Blk 10 Eunos Crescent,XX to XX,4-Room,New Generation,99 Yrs FROM 1978,92,5005.00,460000.00
1-May-19,Geylang,Blk 122 Geylang East Central,XX to XX,4-Room,New Generation,99 Yrs FROM 1982,92,5436.00,500000.00
1-May-19,Geylang,Blk 2B Geylang Serai,XX to XX,4-Room,Model A,99 Yrs FROM 2011,95,7535.00,715000.00
1-May-19,Geylang,Blk 2D Geylang Serai,XX to XX,4-Room,Model A,99 Yrs FROM 2011,95,7363.00,699000.00
1-May-19,Geylang,Blk 8 Haig Road,XX to XX,4-Room,New Generation,99 Yrs FROM 1976,92,4219.00,388000.00
1-May-19,Geylang,Blk 8 Haig Road,XX to XX,4-Room,New Generation,99 Yrs FROM 1976,92,4564.00,420000.00
1-May-19,Geylang,Blk 11 Haig Road,XX to XX,4-Room,New Generation,99 Yrs FROM 1976,92,4898.00,450000.00
1-May-19,Geylang,Blk 47 Jalan Tiga,XX to XX,4-Room,Model A,99 Yrs FROM 2005,85,8062.00,685000.00
1-May-19,Geylang,Blk 49 Jalan Tiga,XX to XX,4-Room,Model A,99 Yrs FROM 2005,93,6179.00,575000.00
1-May-19,Geylang,Blk 3 Pine Close,XX to XX,4-Room,Model A,99 Yrs FROM 2000,95,6954.00,660000.00
1-May-19,Geylang,Blk 44 Sims Drive,XX to XX,4-Room,Improved,99 Yrs FROM 1975,88,4478.00,393800.00
1-May-19,Geylang,Blk 315 Ubi Avenue 1,XX to XX,4-Room,Simplified,99 Yrs FROM 1985,84,4306.00,362000.00
1-May-19,Geylang,Blk 349 Ubi Avenue 1,XX to XX,4-Room,Simplified,99 Yrs FROM 1986,84,3993.00,335000.00
1-May-19,Geylang,Blk 349 Ubi Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1986,104,4230.00,440000.00
28-Jun-19,Hougang,Blk 981D Buangkok Crescent,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,3649.00,328000.00
28-Jun-19,Hougang,Blk 984A Buangkok Link,XX to XX,4-Room,Model A2,99 Yrs FROM 2004,85,3918.00,333000.00
28-Jun-19,Hougang,Blk 112 Hougang Avenue 1,XX to XX,4-Room,New Generation,99 Yrs FROM 1981,91,3961.00,360000.00
28-Jun-19,Hougang,Blk 114 Hougang Avenue 1,XX to XX,4-Room,New Generation,99 Yrs FROM 1982,96,3907.00,375000.00
28-Jun-19,Hougang,Blk 165 Hougang Avenue 1,XX to XX,4-Room,Model A2,99 Yrs FROM 1997,92,3864.00,355000.00
28-Jun-19,Hougang,Blk 168 Hougang Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1997,100,4004.00,400000.00
28-Jun-19,Hougang,Blk 236 Hougang Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,4521.00,470000.00
28-Jun-19,Hougang,Blk 408 Hougang Avenue 10,XX to XX,4-Room,New Generation,99 Yrs FROM 1986,97,4499.00,436000.00
28-Jun-19,Hougang,Blk 416 Hougang Avenue 10,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,97,3767.00,365000.00
28-Jun-19,Hougang,Blk 701 Hougang Avenue 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,96,3337.00,320000.00
28-Jun-19,Hougang,Blk 708 Hougang Avenue 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,91,3681.00,335000.00
28-Jun-19,Hougang,Blk 18 Hougang Avenue 3,XX to XX,4-Room,New Generation,99 Yrs FROM 1978,92,3595.00,330888.00
28-Jun-19,Hougang,Blk 532 Hougang Avenue 6,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,4047.00,340000.00
28-Jun-19,Hougang,Blk 437 Hougang Avenue 8,XX to XX,4-Room,Model A,99 Yrs FROM 1991,103,4155.00,428000.00
28-Jun-19,Hougang,Blk 440 Hougang Avenue 8,XX to XX,4-Room,Model A,99 Yrs FROM 1990,105,3983.00,418000.00
28-Jun-19,Hougang,Blk 504 Hougang Avenue 8,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,3907.00,328000.00
28-Jun-19,Hougang,Blk 506 Hougang Avenue 8,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,4047.00,340000.00
28-Jun-19,Hougang,Blk 660 Hougang Avenue 8,XX to XX,4-Room,Model A,99 Yrs FROM 1987,104,3466.00,360000.00
28-Jun-19,Hougang,Blk 965 Hougang Avenue 9,XX to XX,4-Room,Model A,99 Yrs FROM 1999,100,3455.00,345000.00
28-Jun-19,Hougang,Blk 837 Hougang Central,XX to XX,4-Room,Model A,99 Yrs FROM 1997,99,4833.00,478000.00
28-Jun-19,Hougang,Blk 220 Hougang Street 21,XX to XX,4-Room,Model A,99 Yrs FROM 1992,103,5048.00,520000.00
28-Jun-19,Hougang,Blk 370 Hougang Street 31,XX to XX,4-Room,Model A,99 Yrs FROM 1999,101,4058.00,410000.00
28-Jun-19,Hougang,Blk 371 Hougang Street 31,XX to XX,4-Room,Model A,99 Yrs FROM 1999,100,4564.00,456000.00
28-Jun-19,Hougang,Blk 556 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,106,3638.00,385000.00
28-Jun-19,Hougang,Blk 557 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,103,3401.00,350000.00
28-Jun-19,Hougang,Blk 690 Hougang Street 61,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,3940.00,331000.00
28-Jun-19,Hougang,Blk 969 Hougang Street 91,XX to XX,4-Room,Model A2,99 Yrs FROM 1999,96,3940.00,378000.00
28-Jun-19,Hougang,Blk 938 Hougang Street 92,XX to XX,4-Room,Model A,99 Yrs FROM 1998,101,3907.00,395000.00
28-Jun-19,Hougang,Blk 143 Lorong Ah Soo,XX to XX,4-Room,Model A,99 Yrs FROM 1984,108,3240.00,350000.00
1-May-19,Hougang,Blk 103 Hougang Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1983,108,3843.00,415000.00
1-May-19,Hougang,Blk 122 Hougang Avenue 1,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,95,3563.00,338000.00
1-May-19,Hougang,Blk 405 Hougang Avenue 10,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,93,4413.00,410000.00
1-May-19,Hougang,Blk 406 Hougang Avenue 10,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,91,3961.00,360000.00
1-May-19,Hougang,Blk 414 Hougang Avenue 10,XX to XX,4-Room,New Generation,99 Yrs FROM 1986,93,4532.00,421000.00
1-May-19,Hougang,Blk 456 Hougang Avenue 10,XX to XX,4-Room,Model A,99 Yrs FROM 1992,104,4090.00,425000.00
1-May-19,Hougang,Blk 512 Hougang Avenue 10,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,3929.00,330000.00
1-May-19,Hougang,Blk 512 Hougang Avenue 10,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,4166.00,350000.00
1-May-19,Hougang,Blk 703 Hougang Avenue 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1986,93,3961.00,368000.00
1-May-19,Hougang,Blk 706 Hougang Avenue 2,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,94,3305.00,310000.00
1-May-19,Hougang,Blk 249 Hougang Avenue 3,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,98,3800.00,371888.00
1-May-19,Hougang,Blk 601 Hougang Avenue 4,XX to XX,4-Room,Model A,99 Yrs FROM 1986,109,3574.00,390000.00
1-May-19,Hougang,Blk 604 Hougang Avenue 4,XX to XX,4-Room,Model A,99 Yrs FROM 1985,104,3369.00,350000.00
1-May-19,Hougang,Blk 682 Hougang Avenue 4,XX to XX,4-Room,Simplified,99 Yrs FROM 1989,85,3832.00,325000.00
1-May-19,Hougang,Blk 307 Hougang Avenue 5,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,93,3391.00,315000.00
1-May-19,Hougang,Blk 527 Hougang Avenue 6,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,4284.00,360000.00
1-May-19,Hougang,Blk 326 Hougang Avenue 7,XX to XX,4-Room,Model A,99 Yrs FROM 1983,104,3832.00,398000.00
1-May-19,Hougang,Blk 352 Hougang Avenue 7,XX to XX,4-Room,New Generation,99 Yrs FROM 1986,91,3466.00,315000.00
1-May-19,Hougang,Blk 468 Hougang Avenue 8,XX to XX,4-Room,Model A,99 Yrs FROM 1992,105,4144.00,435000.00
1-May-19,Hougang,Blk 614 Hougang Avenue 8,XX to XX,4-Room,Simplified,99 Yrs FROM 1986,84,3767.00,316000.00
1-May-19,Hougang,Blk 616 Hougang Avenue 8,XX to XX,4-Room,Simplified,99 Yrs FROM 1986,84,3800.00,319000.00
1-May-19,Hougang,Blk 616 Hougang Avenue 8,XX to XX,4-Room,Model A,99 Yrs FROM 1986,103,3692.00,380000.00
1-May-19,Hougang,Blk 648 Hougang Avenue 8,XX to XX,4-Room,Model A,99 Yrs FROM 1987,104,3993.00,415000.00
1-May-19,Hougang,Blk 837 Hougang Central,XX to XX,4-Room,Model A,99 Yrs FROM 1997,99,5360.00,530000.00
1-May-19,Hougang,Blk 239 Hougang Street 22,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,3541.00,368000.00
1-May-19,Hougang,Blk 241 Hougang Street 22,XX to XX,4-Room,Model A,99 Yrs FROM 1985,104,3832.00,398000.00
1-May-19,Hougang,Blk 547 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,102,3972.00,405000.00
1-May-19,Hougang,Blk 550 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,111,3380.00,375000.00
1-May-19,Hougang,Blk 555 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,104,3272.00,340000.00
1-May-19,Hougang,Blk 557 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,103,3498.00,360000.00
1-May-19,Hougang,Blk 557 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,103,3498.00,360000.00
1-May-19,Hougang,Blk 567 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1997,101,3369.00,340000.00
1-May-19,Hougang,Blk 567 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1997,100,3800.00,380000.00
1-May-19,Hougang,Blk 568 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1997,99,4198.00,415000.00
1-May-19,Hougang,Blk 569 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1997,99,3638.00,360000.00
1-May-19,Hougang,Blk 572 Hougang Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1997,100,4080.00,408000.00
1-May-19,Hougang,Blk 535 Hougang Street 52,XX to XX,4-Room,Model A,99 Yrs FROM 1992,104,3843.00,400000.00
1-May-19,Hougang,Blk 686 Hougang Street 61,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,84,3724.00,313000.00
1-May-19,Hougang,Blk 688 Hougang Street 61,XX to XX,4-Room,Model A,99 Yrs FROM 1987,103,3638.00,375000.00
1-May-19,Hougang,Blk 911 Hougang Street 91,XX to XX,4-Room,Model A2,99 Yrs FROM 1998,90,3832.00,345000.00
1-May-19,Hougang,Blk 912 Hougang Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1997,100,3886.00,388000.00
1-May-19,Hougang,Blk 926 Hougang Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1998,100,3703.00,370000.00
28-Jun-19,Jurong East,Blk 338 Jurong East Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,2885.00,300000.00
28-Jun-19,Jurong East,Blk 204 Jurong East Street 21,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,98,4424.00,432800.00
28-Jun-19,Jurong East,Blk 206 Jurong East Street 21,XX to XX,4-Room,New Generation,99 Yrs FROM 1982,94,4790.00,450000.00
28-Jun-19,Jurong East,Blk 210 Jurong East Street 21,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,105,3843.00,403000.00
28-Jun-19,Jurong East,Blk 224 Jurong East Street 21,XX to XX,4-Room,New Generation,99 Yrs FROM 1984,92,4133.00,380000.00
28-Jun-19,Jurong East,Blk 261 Jurong East Street 24,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,94,3940.00,370000.00
28-Jun-19,Jurong East,Blk 309 Jurong East Street 32,XX to XX,4-Room,Model A,99 Yrs FROM 1983,103,3789.00,390000.00
28-Jun-19,Jurong East,Blk 312 Jurong East Street 32,XX to XX,4-Room,Model A,99 Yrs FROM 1984,106,3305.00,350000.00
28-Jun-19,Jurong East,Blk 402 Pandan Gardens,XX to XX,4-Room,New Generation,99 Yrs FROM 1978,97,2992.00,290000.00
28-Jun-19,Jurong East,Blk 20 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2013,92,4133.00,380000.00
28-Jun-19,Jurong East,Blk 20 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2013,92,5188.00,477000.00
28-Jun-19,Jurong East,Blk 21 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2013,92,4155.00,382000.00
28-Jun-19,Jurong East,Blk 23 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2013,87,4768.00,415000.00
28-Jun-19,Jurong East,Blk 25 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 1993,99,3724.00,368000.00
28-Jun-19,Jurong East,Blk 60 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2003,88,4209.00,370000.00
28-Jun-19,Jurong East,Blk 275 Toh Guan Road,XX to XX,4-Room,Model A2,99 Yrs FROM 1998,93,4090.00,380000.00
1-May-19,Jurong East,Blk 330 Jurong East Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1983,104,3251.00,338000.00
1-May-19,Jurong East,Blk 339 Jurong East Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1983,104,3638.00,378000.00
1-May-19,Jurong East,Blk 210 Jurong East Street 21,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,94,4155.00,390000.00
1-May-19,Jurong East,Blk 312 Jurong East Street 32,XX to XX,4-Room,Model A,99 Yrs FROM 1984,105,3477.00,365000.00
1-May-19,Jurong East,Blk 21 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2013,92,4026.00,370000.00
1-May-19,Jurong East,Blk 21 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2013,87,5177.00,450000.00
1-May-19,Jurong East,Blk 48 Teban Gardens Road,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,93,3444.00,320000.00
1-May-19,Jurong East,Blk 64 Teban Gardens Road,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,3778.00,340000.00
1-May-19,Jurong East,Blk 283 Toh Guan Road,XX to XX,4-Room,Model A2,99 Yrs FROM 1998,93,5274.00,490000.00
1-May-19,Jurong East,Blk 284 Toh Guan Road,XX to XX,4-Room,Model A,99 Yrs FROM 1998,100,5091.00,508800.00
28-Jun-19,Jurong West,Blk 183B Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4402.00,405000.00
28-Jun-19,Jurong West,Blk 183B Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4564.00,420000.00
28-Jun-19,Jurong West,Blk 183B Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4650.00,428000.00
28-Jun-19,Jurong West,Blk 183C Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4370.00,401500.00
28-Jun-19,Jurong West,Blk 183C Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4618.00,425000.00
28-Jun-19,Jurong West,Blk 183C Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4693.00,432000.00
28-Jun-19,Jurong West,Blk 183D Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4327.00,398000.00
28-Jun-19,Jurong West,Blk 181A Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2014,93,3940.00,366000.00
28-Jun-19,Jurong West,Blk 181A Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2014,93,4467.00,415000.00
28-Jun-19,Jurong West,Blk 181A Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2014,93,4575.00,425000.00
28-Jun-19,Jurong West,Blk 196B Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4413.00,410000.00
28-Jun-19,Jurong West,Blk 196B Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4521.00,420000.00
28-Jun-19,Jurong West,Blk 196B Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4822.00,448000.00
28-Jun-19,Jurong West,Blk 197C Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4736.00,440000.00
28-Jun-19,Jurong West,Blk 197C Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4908.00,456000.00
28-Jun-19,Jurong West,Blk 197C Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,5059.00,470000.00
28-Jun-19,Jurong West,Blk 197D Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4682.00,435888.00
28-Jun-19,Jurong West,Blk 264 Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 1995,114,3154.00,360000.00
28-Jun-19,Jurong West,Blk 268B Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,3305.00,297000.00
28-Jun-19,Jurong West,Blk 485 Jurong West Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1984,103,3294.00,339000.00
28-Jun-19,Jurong West,Blk 488 Jurong West Avenue 1,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,91,3660.00,333000.00
28-Jun-19,Jurong West,Blk 541 Jurong West Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1984,106,2734.00,290000.00
28-Jun-19,Jurong West,Blk 276B Jurong West Avenue 3,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,3337.00,300000.00
28-Jun-19,Jurong West,Blk 722 Jurong West Avenue 5,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,2960.00,308000.00
28-Jun-19,Jurong West,Blk 683A Jurong West Central 1,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2000,94,4521.00,425000.00
28-Jun-19,Jurong West,Blk 276A Jurong West Street 25,XX to XX,4-Room,Model A2,99 Yrs FROM 2002,85,3294.00,280000.00
28-Jun-19,Jurong West,Blk 276A Jurong West Street 25,XX to XX,4-Room,Model A2,99 Yrs FROM 2002,85,3767.00,320000.00
28-Jun-19,Jurong West,Blk 460 Jurong West Street 41,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,91,3649.00,332000.00
28-Jun-19,Jurong West,Blk 464 Jurong West Street 41,XX to XX,4-Room,Model A,99 Yrs FROM 1984,102,3509.00,358000.00
28-Jun-19,Jurong West,Blk 483 Jurong West Street 41,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,92,3563.00,327500.00
28-Jun-19,Jurong West,Blk 411 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,2842.00,295000.00
28-Jun-19,Jurong West,Blk 550 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,104,3175.00,330000.00
28-Jun-19,Jurong West,Blk 515 Jurong West Street 52,XX to XX,4-Room,Model A,99 Yrs FROM 1984,105,4004.00,420000.00
28-Jun-19,Jurong West,Blk 516 Jurong West Street 52,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,4489.00,466500.00
28-Jun-19,Jurong West,Blk 518 Jurong West Street 52,XX to XX,4-Room,Model A,99 Yrs FROM 1984,109,3929.00,428000.00
28-Jun-19,Jurong West,Blk 534 Jurong West Street 52,XX to XX,4-Room,New Generation,99 Yrs FROM 1982,91,3854.00,350000.00
28-Jun-19,Jurong West,Blk 536 Jurong West Street 52,XX to XX,4-Room,New Generation,99 Yrs FROM 1983,95,3531.00,335000.00
28-Jun-19,Jurong West,Blk 622 Jurong West Street 61,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,3466.00,315500.00
28-Jun-19,Jurong West,Blk 624 Jurong West Street 61,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,4338.00,395000.00
28-Jun-19,Jurong West,Blk 646 Jurong West Street 61,XX to XX,4-Room,Model A,99 Yrs FROM 1998,100,3800.00,380000.00
28-Jun-19,Jurong West,Blk 655A Jurong West Street 61,XX to XX,4-Room,Model A2,99 Yrs FROM 2002,86,3757.00,323000.00
28-Jun-19,Jurong West,Blk 660A Jurong West Street 64,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,4639.00,422000.00
28-Jun-19,Jurong West,Blk 660D Jurong West Street 64,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,4510.00,410000.00
28-Jun-19,Jurong West,Blk 664C Jurong West Street 64,XX to XX,4-Room,Model A,99 Yrs FROM 2000,91,4176.00,380000.00
28-Jun-19,Jurong West,Blk 675A Jurong West Street 64,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2008,91,3789.00,345000.00
28-Jun-19,Jurong West,Blk 619 Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2000,91,4327.00,394000.00
28-Jun-19,Jurong West,Blk 632 Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,4069.00,370000.00
28-Jun-19,Jurong West,Blk 635 Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,3735.00,340000.00
28-Jun-19,Jurong West,Blk 636 Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,3358.00,305000.00
28-Jun-19,Jurong West,Blk 707 Jurong West Street 71,XX to XX,4-Room,Model A,99 Yrs FROM 1995,109,3348.00,365000.00
28-Jun-19,Jurong West,Blk 715 Jurong West Street 71,XX to XX,4-Room,Model A,99 Yrs FROM 1991,104,3079.00,320000.00
28-Jun-19,Jurong West,Blk 749 Jurong West Street 73,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,3079.00,320000.00
28-Jun-19,Jurong West,Blk 755 Jurong West Street 74,XX to XX,4-Room,Model A,99 Yrs FROM 1996,109,3283.00,358000.00
28-Jun-19,Jurong West,Blk 816 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1993,107,3122.00,334000.00
28-Jun-19,Jurong West,Blk 816 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1993,107,3175.00,340000.00
28-Jun-19,Jurong West,Blk 821 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,2971.00,309000.00
28-Jun-19,Jurong West,Blk 843 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1993,106,3025.00,320000.00
28-Jun-19,Jurong West,Blk 850 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1996,108,2928.00,316000.00
28-Jun-19,Jurong West,Blk 853 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1996,107,3272.00,350000.00
28-Jun-19,Jurong West,Blk 854 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1996,107,2992.00,320000.00
28-Jun-19,Jurong West,Blk 903 Jurong West Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1988,104,2939.00,306000.00
28-Jun-19,Jurong West,Blk 907 Jurong West Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1988,104,2885.00,300000.00
28-Jun-19,Jurong West,Blk 948 Jurong West Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1989,105,3003.00,315000.00
28-Jun-19,Jurong West,Blk 922 Jurong West Street 92,XX to XX,4-Room,Model A,99 Yrs FROM 1988,108,2637.00,285000.00
28-Jun-19,Jurong West,Blk 929 Jurong West Street 92,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,3035.00,313000.00
28-Jun-19,Jurong West,Blk 988B Jurong West Street 93,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2008,93,4359.00,405000.00
28-Jun-19,Jurong West,Blk 989B Jurong West Street 93,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2008,93,4413.00,410000.00
28-Jun-19,Jurong West,Blk 339B Kang Ching Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4898.00,450000.00
28-Jun-19,Jurong West,Blk 346 Kang Ching Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,102,3660.00,373000.00
