Date,Town,ProjectName,Story,PropertyType,Model,Tenure,AreaSQM,PricePSF,Price
28-Jun-19,Jurong West,Blk 353 Kang Ching Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,101,3563.00,360000.00
28-Jun-19,Jurong West,Blk 322 Tah Ching Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,103,3638.00,375000.00
28-Jun-19,Jurong West,Blk 359 Yung An Road,XX to XX,4-Room,Model A,99 Yrs FROM 1995,109,3391.00,370000.00
28-Jun-19,Jurong West,Blk 175C Yung Kuang Road,XX to XX,4-Room,Premium Apartment.,Unknown,93,4822.00,448000.00
28-Jun-19,Jurong West,Blk 181 Yung Sheng Road,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3391.00,305000.00
28-Jun-19,Jurong West,Blk 182 Yung Sheng Road,XX to XX,4-Room,Model A,99 Yrs FROM 2001,96,3832.00,368000.00
1-May-19,Jurong West,Blk 183B Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4295.00,395000.00
1-May-19,Jurong West,Blk 183C Boon Lay Avenue,XX to XX,4-Room,Model A,Unknown,92,4446.00,408500.00
1-May-19,Jurong West,Blk 180C Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2014,93,4101.00,381000.00
1-May-19,Jurong West,Blk 196A Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4478.00,416000.00
1-May-19,Jurong West,Blk 196A Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,5081.00,472000.00
1-May-19,Jurong West,Blk 196B Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4736.00,440000.00
1-May-19,Jurong West,Blk 196B Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4876.00,453888.00
1-May-19,Jurong West,Blk 197B Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,4930.00,458888.00
1-May-19,Jurong West,Blk 197D Boon Lay Drive,XX to XX,4-Room,Model A,Unknown,93,5307.00,493000.00
1-May-19,Jurong West,Blk 268A Boon Lay Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2002,90,3810.00,343000.00
1-May-19,Jurong West,Blk 426 Jurong West Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1985,108,3014.00,325000.00
1-May-19,Jurong West,Blk 540 Jurong West Avenue 1,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,2960.00,308000.00
1-May-19,Jurong West,Blk 273A Jurong West Avenue 3,XX to XX,4-Room,Model A,99 Yrs FROM 2001,90,3337.00,300000.00
1-May-19,Jurong West,Blk 273D Jurong West Avenue 3,XX to XX,4-Room,Model A2,99 Yrs FROM 2001,88,3584.00,315000.00
1-May-19,Jurong West,Blk 687 Jurong West Central 1,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 1998,99,4650.00,460000.00
1-May-19,Jurong West,Blk 271A Jurong West Street 24,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,94,3703.00,348000.00
1-May-19,Jurong West,Blk 272A Jurong West Street 24,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,93,3584.00,333000.00
1-May-19,Jurong West,Blk 456 Jurong West Street 41,XX to XX,4-Room,New Generation,99 Yrs FROM 1985,100,3606.00,360000.00
1-May-19,Jurong West,Blk 457 Jurong West Street 41,XX to XX,4-Room,Model A,99 Yrs FROM 1984,103,3057.00,315000.00
1-May-19,Jurong West,Blk 462 Jurong West Street 41,XX to XX,4-Room,Model A,99 Yrs FROM 1984,103,3251.00,335000.00
1-May-19,Jurong West,Blk 412 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,103,2917.00,300000.00
1-May-19,Jurong West,Blk 412 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,103,3111.00,320000.00
1-May-19,Jurong West,Blk 445 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,103,2960.00,305000.00
1-May-19,Jurong West,Blk 449 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,103,3057.00,315000.00
1-May-19,Jurong West,Blk 550 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,103,3143.00,323000.00
1-May-19,Jurong West,Blk 553 Jurong West Street 42,XX to XX,4-Room,Model A,99 Yrs FROM 1985,104,3122.00,325000.00
1-May-19,Jurong West,Blk 513 Jurong West Street 52,XX to XX,4-Room,Model A,99 Yrs FROM 1984,106,3681.00,390000.00
1-May-19,Jurong West,Blk 520 Jurong West Street 52,XX to XX,4-Room,Model A,99 Yrs FROM 1984,104,3455.00,358888.00
1-May-19,Jurong West,Blk 639 Jurong West Street 61,XX to XX,4-Room,Model A,99 Yrs FROM 1998,101,3369.00,340000.00
1-May-19,Jurong West,Blk 664A Jurong West Street 64,XX to XX,4-Room,Model A,99 Yrs FROM 2000,91,4725.00,430000.00
1-May-19,Jurong West,Blk 668C Jurong West Street 64,XX to XX,4-Room,Model A2,99 Yrs FROM 2000,86,4446.00,382000.00
1-May-19,Jurong West,Blk 676A Jurong West Street 64,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2008,92,3940.00,362000.00
1-May-19,Jurong West,Blk 676A Jurong West Street 64,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2008,91,4090.00,372000.00
1-May-19,Jurong West,Blk 677A Jurong West Street 64,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2008,93,3875.00,360000.00
1-May-19,Jurong West,Blk 611 Jurong West Street 65,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2001,95,4047.00,383888.00
1-May-19,Jurong West,Blk 619 Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2000,90,4230.00,380000.00
1-May-19,Jurong West,Blk 634 Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2001,91,4047.00,368000.00
1-May-19,Jurong West,Blk 663C Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2000,91,4672.00,425000.00
1-May-19,Jurong West,Blk 673A Jurong West Street 65,XX to XX,4-Room,Model A2,99 Yrs FROM 2002,86,4101.00,352000.00
1-May-19,Jurong West,Blk 674A Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2002,91,3961.00,360000.00
1-May-19,Jurong West,Blk 674A Jurong West Street 65,XX to XX,4-Room,Model A,99 Yrs FROM 2002,91,4015.00,365000.00
1-May-19,Jurong West,Blk 730 Jurong West Street 72,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,3175.00,330000.00
1-May-19,Jurong West,Blk 765 Jurong West Street 74,XX to XX,4-Room,Model A,99 Yrs FROM 1996,106,3068.00,325000.00
1-May-19,Jurong West,Blk 820 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1993,113,2659.00,300000.00
1-May-19,Jurong West,Blk 821 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,3132.00,326000.00
1-May-19,Jurong West,Blk 822 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1993,106,2928.00,310000.00
1-May-19,Jurong West,Blk 826 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,2982.00,310000.00
1-May-19,Jurong West,Blk 856 Jurong West Street 81,XX to XX,4-Room,Model A,99 Yrs FROM 1996,108,3154.00,340000.00
1-May-19,Jurong West,Blk 904 Jurong West Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1988,103,2723.00,280000.00
1-May-19,Jurong West,Blk 914 Jurong West Street 91,XX to XX,4-Room,Model A,99 Yrs FROM 1988,103,3025.00,311000.00
1-May-19,Jurong West,Blk 920 Jurong West Street 92,XX to XX,4-Room,Model A,99 Yrs FROM 1989,104,3035.00,315000.00
1-May-19,Jurong West,Blk 926 Jurong West Street 92,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,2960.00,305000.00
1-May-19,Jurong West,Blk 965 Jurong West Street 93,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,3111.00,320000.00
1-May-19,Jurong West,Blk 976 Jurong West Street 93,XX to XX,4-Room,Model A,99 Yrs FROM 1989,104,2960.00,308000.00
1-May-19,Jurong West,Blk 353 Kang Ching Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,101,3584.00,362000.00
1-May-19,Jurong West,Blk 153 Yung Ho Road,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,3315.00,345000.00
1-May-19,Jurong West,Blk 153 Yung Ho Road,XX to XX,4-Room,Model A,99 Yrs FROM 1990,104,3434.00,357000.00
28-Jun-19,Kallang/Whampoa,Blk 38A Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,7373.00,678000.00
28-Jun-19,Kallang/Whampoa,Blk 38B Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,89,7987.00,710000.00
28-Jun-19,Kallang/Whampoa,Blk 38C Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,89,6523.00,580000.00
28-Jun-19,Kallang/Whampoa,Blk 38D Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,89,7868.00,700000.00
28-Jun-19,Kallang/Whampoa,Blk 40 Cambridge Road,XX to XX,4-Room,Model A,99 Yrs FROM 1997,101,5748.00,580000.00
28-Jun-19,Kallang/Whampoa,Blk 43 Cambridge Road,XX to XX,4-Room,New Generation,99 Yrs FROM 1982,91,5942.00,540000.00
28-Jun-19,Kallang/Whampoa,Blk 11 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,7147.00,643000.00
28-Jun-19,Kallang/Whampoa,Blk 12 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,7675.00,690000.00
28-Jun-19,Kallang/Whampoa,Blk 15 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,76,6577.00,500000.00
28-Jun-19,Kallang/Whampoa,Blk 15 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,75,7007.00,525000.00
28-Jun-19,Kallang/Whampoa,Blk 15 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,76,7072.00,537500.00
28-Jun-19,Kallang/Whampoa,Blk 813 Jellicoe Road,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,7890.00,710000.00
28-Jun-19,Kallang/Whampoa,Blk 813 Jellicoe Road,XX to XX,4-Room,Model A,99 Yrs FROM 2003,91,8138.00,740000.00
28-Jun-19,Kallang/Whampoa,Blk 19 Jalan Tenteram,XX to XX,4-Room,Model A,99 Yrs FROM 2004,85,6103.00,518000.00
28-Jun-19,Kallang/Whampoa,Blk 121 Mcnair Road,XX to XX,4-Room,Model A,99 Yrs FROM 1987,104,4962.00,516000.00
28-Jun-19,Kallang/Whampoa,Blk 3B Upper Boon Keng Road,XX to XX,4-Room,Model A,99 Yrs FROM 2006,90,6448.00,580000.00
28-Jun-19,Kallang/Whampoa,Blk 96 Whampoa Drive,XX to XX,4-Room,Improved,99 Yrs FROM 1974,91,4123.00,375000.00
1-May-19,Kallang/Whampoa,Blk 26 Bendemeer Road,XX to XX,4-Room,Improved,99 Yrs FROM 1972,83,5425.00,450000.00
1-May-19,Kallang/Whampoa,Blk 38B Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,89,7965.00,708000.00
1-May-19,Kallang/Whampoa,Blk 38C Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,89,8439.00,750000.00
1-May-19,Kallang/Whampoa,Blk 39A Bendemeer Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,6308.00,580000.00
1-May-19,Kallang/Whampoa,Blk 7 Boon Keng Road,XX to XX,4-Room,Dbss,99 Yrs FROM 2011,94,9074.00,852000.00
1-May-19,Kallang/Whampoa,Blk 8 Boon Keng Road,XX to XX,4-Room,Dbss,99 Yrs FROM 2011,95,9031.00,857000.00
1-May-19,Kallang/Whampoa,Blk 11 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,90,7223.00,650000.00
1-May-19,Kallang/Whampoa,Blk 15 Farrer Park Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,76,7567.00,575000.00
1-May-19,Kallang/Whampoa,Blk 59A Geylang Bahru,XX to XX,4-Room,Model A,99 Yrs FROM 1998,100,5899.00,590000.00
1-May-19,Kallang/Whampoa,Blk 59B Geylang Bahru,XX to XX,4-Room,Model A,99 Yrs FROM 1998,102,5931.00,604500.00
1-May-19,Kallang/Whampoa,Blk 101 Jalan Rajah,XX to XX,4-Room,New Generation,99 Yrs FROM 1980,94,4478.00,421000.00
1-May-19,Kallang/Whampoa,Blk 104 Jalan Rajah,XX to XX,4-Room,Model A,99 Yrs FROM 1984,103,4402.00,453000.00
1-May-19,Kallang/Whampoa,Blk 16 Jalan Tenteram,XX to XX,4-Room,Model A,99 Yrs FROM 2002,75,5823.00,436888.00
1-May-19,Kallang/Whampoa,Blk 18 Jalan Tenteram,XX to XX,4-Room,Model A,99 Yrs FROM 2004,85,5608.00,476000.00
1-May-19,Kallang/Whampoa,Blk 19 Jalan Tenteram,XX to XX,4-Room,Model A,99 Yrs FROM 2004,85,5780.00,491000.00
1-May-19,Kallang/Whampoa,Blk 52 Kent Road,XX to XX,4-Room,New Generation,99 Yrs FROM 1982,91,5662.00,515000.00
1-May-19,Kallang/Whampoa,Blk 108B Mcnair Road,XX to XX,4-Room,Model A,99 Yrs FROM 2004,86,7685.00,660000.00
1-May-19,Kallang/Whampoa,Blk 111 Mcnair Road,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,83,6211.00,515000.00
1-May-19,Kallang/Whampoa,Blk 123 Mcnair Road,XX to XX,4-Room,Simplified,99 Yrs FROM 1987,83,6329.00,525000.00
1-May-19,Kallang/Whampoa,Blk 2A Upper Boon Keng Road,XX to XX,4-Room,Model A,99 Yrs FROM 2006,90,7782.00,700000.00
1-May-19,Kallang/Whampoa,Blk 94 Whampoa Drive,XX to XX,4-Room,Improved,99 Yrs FROM 1974,91,3961.00,360000.00
1-May-19,Kallang/Whampoa,Blk 100 Whampoa Drive,XX to XX,4-Room,Improved,99 Yrs FROM 1974,91,3821.00,348000.00
1-May-19,Kallang/Whampoa,Blk 49 Whampoa South,XX to XX,4-Room,Improved,99 Yrs FROM 1974,87,4252.00,370000.00
28-Jun-19,Marine Parade,Blk 54 Marine Terrace,XX to XX,4-Room,Improved,99 Yrs FROM 1975,88,6135.00,540000.00
28-Jun-19,Marine Parade,Blk 62 Marine Drive,XX to XX,4-Room,Improved,99 Yrs FROM 1976,87,5985.00,520000.00
28-Jun-19,Pasir Ris,Blk 639 Pasir Ris Drive 1,XX to XX,4-Room,Model A,99 Yrs FROM 1995,104,3509.00,365000.00
28-Jun-19,Pasir Ris,Blk 701 Pasir Ris Drive 10,XX to XX,4-Room,Model A,99 Yrs FROM 1996,112,3907.00,438000.00
28-Jun-19,Pasir Ris,Blk 427 Pasir Ris Drive 6,XX to XX,4-Room,Simplified,99 Yrs FROM 1988,84,4026.00,338000.00
28-Jun-19,Pasir Ris,Blk 473 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,4058.00,418000.00
28-Jun-19,Pasir Ris,Blk 121 Pasir Ris Street 11,XX to XX,4-Room,Model A,99 Yrs FROM 1989,106,3821.00,405000.00
28-Jun-19,Pasir Ris,Blk 122 Pasir Ris Street 11,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,3886.00,400000.00
28-Jun-19,Pasir Ris,Blk 102 Pasir Ris Street 12,XX to XX,4-Room,Model A,99 Yrs FROM 1988,104,3767.00,392000.00
28-Jun-19,Pasir Ris,Blk 107 Pasir Ris Street 12,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,3735.00,385000.00
28-Jun-19,Pasir Ris,Blk 190 Pasir Ris Street 12,XX to XX,4-Room,Model A,99 Yrs FROM 1993,104,3531.00,367000.00
28-Jun-19,Pasir Ris,Blk 257 Pasir Ris Street 21,XX to XX,4-Room,Model A,99 Yrs FROM 1993,106,3875.00,410000.00
28-Jun-19,Pasir Ris,Blk 527A Pasir Ris Street 51,XX to XX,4-Room,Model A,Unknown,93,5856.00,545000.00
28-Jun-19,Pasir Ris,Blk 558 Pasir Ris Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1993,104,3961.00,412000.00
28-Jun-19,Pasir Ris,Blk 562 Pasir Ris Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1993,104,3800.00,395000.00
28-Jun-19,Pasir Ris,Blk 568 Pasir Ris Street 51,XX to XX,4-Room,Model A,99 Yrs FROM 1992,104,4090.00,425000.00
28-Jun-19,Pasir Ris,Blk 570 Pasir Ris Street 53,XX to XX,4-Room,Model A,99 Yrs FROM 1995,108,4306.00,465000.00
28-Jun-19,Pasir Ris,Blk 572 Pasir Ris Street 53,XX to XX,4-Room,Model A,99 Yrs FROM 1995,113,4424.00,500000.00
28-Jun-19,Pasir Ris,Blk 766 Pasir Ris Street 71,XX to XX,4-Room,Model A,99 Yrs FROM 1996,104,3703.00,385000.00
28-Jun-19,Pasir Ris,Blk 773 Pasir Ris Street 71,XX to XX,4-Room,Model A,99 Yrs FROM 1996,107,3929.00,420000.00
1-May-19,Pasir Ris,Blk 700 Pasir Ris Drive 10,XX to XX,4-Room,Model A,99 Yrs FROM 1996,112,4069.00,455000.00
1-May-19,Pasir Ris,Blk 704 Pasir Ris Drive 10,XX to XX,4-Room,Model A,99 Yrs FROM 1996,113,3875.00,438000.00
1-May-19,Pasir Ris,Blk 633 Pasir Ris Drive 3,XX to XX,4-Room,Model A,99 Yrs FROM 1995,104,3509.00,365000.00
1-May-19,Pasir Ris,Blk 234 Pasir Ris Drive 4,XX to XX,4-Room,Model A,99 Yrs FROM 1993,107,3455.00,370000.00
1-May-19,Pasir Ris,Blk 483 Pasir Ris Drive 4,XX to XX,4-Room,Model A,99 Yrs FROM 1989,103,4230.00,435000.00
1-May-19,Pasir Ris,Blk 425 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1989,106,3778.00,400000.00
1-May-19,Pasir Ris,Blk 425 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1989,106,4198.00,445000.00
1-May-19,Pasir Ris,Blk 446 Pasir Ris Drive 6,XX to XX,4-Room,New Generation,99 Yrs FROM 1989,94,3993.00,375000.00
1-May-19,Pasir Ris,Blk 450 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1989,105,3767.00,395000.00
1-May-19,Pasir Ris,Blk 470 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1989,116,3843.00,445000.00
1-May-19,Pasir Ris,Blk 475 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1990,103,3983.00,410000.00
1-May-19,Pasir Ris,Blk 477 Pasir Ris Drive 6,XX to XX,4-Room,Model A,99 Yrs FROM 1989,105,4004.00,420000.00
1-May-19,Pasir Ris,Blk 122 Pasir Ris Street 11,XX to XX,4-Room,Model A,99 Yrs FROM 1989,106,3584.00,380000.00
1-May-19,Pasir Ris,Blk 122 Pasir Ris Street 11,XX to XX,4-Room,Model A,99 Yrs FROM 1989,106,3950.00,418000.00
1-May-19,Pasir Ris,Blk 124 Pasir Ris Street 11,XX to XX,4-Room,Model A,99 Yrs FROM 1989,113,3897.00,440000.00
1-May-19,Pasir Ris,Blk 143 Pasir Ris Street 11,XX to XX,4-Room,Model A,99 Yrs FROM 1995,106,3541.00,375000.00
1-May-19,Pasir Ris,Blk 194 Pasir Ris Street 12,XX to XX,4-Room,Model A,99 Yrs FROM 1993,105,3767.00,395000.00
1-May-19,Pasir Ris,Blk 214 Pasir Ris Street 21,XX to XX,4-Room,Model A,99 Yrs FROM 1993,107,3886.00,415000.00
1-May-19,Pasir Ris,Blk 252 Pasir Ris Street 21,XX to XX,4-Room,Model A,99 Yrs FROM 1993,107,3412.00,365000.00
1-May-19,Pasir Ris,Blk 256 Pasir Ris Street 21,XX to XX,4-Room,Model A,99 Yrs FROM 1993,108,3940.00,425000.00
28-Jun-19,Punggol,Blk 130 Edgedale Plains,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,91,4123.00,375000.00
28-Jun-19,Punggol,Blk 138 Edgedale Plains,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,91,4123.00,375000.00
28-Jun-19,Punggol,Blk 105A Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2003,90,3897.00,350000.00
28-Jun-19,Punggol,Blk 615A Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4833.00,445000.00
28-Jun-19,Punggol,Blk 615A Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4898.00,450000.00
28-Jun-19,Punggol,Blk 163A Punggol Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2004,95,3864.00,367000.00
28-Jun-19,Punggol,Blk 301A Punggol Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2010,93,5167.00,480000.00
28-Jun-19,Punggol,Blk 301B Punggol Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2010,93,4413.00,410000.00
28-Jun-19,Punggol,Blk 303A Punggol Central,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2010,93,5038.00,468000.00
28-Jun-19,Punggol,Blk 623A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,94,4467.00,420000.00
28-Jun-19,Punggol,Blk 624A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,95,4736.00,450000.00
28-Jun-19,Punggol,Blk 624A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2014,94,5005.00,470000.00
28-Jun-19,Punggol,Blk 306D Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2012,97,5360.00,520000.00
28-Jun-19,Punggol,Blk 612A Punggol Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,4553.00,423000.00
28-Jun-19,Punggol,Blk 613D Punggol Drive,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,5059.00,470000.00
28-Jun-19,Punggol,Blk 619C Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,4898.00,455000.00
28-Jun-19,Punggol,Blk 632A Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2007,92,4187.00,385000.00
28-Jun-19,Punggol,Blk 642C Punggol Drive,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2005,90,4004.00,360000.00
28-Jun-19,Punggol,Blk 167A Punggol East,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2009,92,4456.00,410000.00
28-Jun-19,Punggol,Blk 168D Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2014,93,4467.00,415000.00
28-Jun-19,Punggol,Blk 170B Punggol Field,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,4133.00,380000.00
28-Jun-19,Punggol,Blk 268B Punggol Field,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5005.00,465000.00
28-Jun-19,Punggol,Blk 268B Punggol Field,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,95,5059.00,480000.00
28-Jun-19,Punggol,Blk 269B Punggol Field,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,95,5587.00,530000.00
28-Jun-19,Punggol,Blk 269C Punggol Field,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,4951.00,460000.00
28-Jun-19,Punggol,Blk 270B Punggol Field,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,97,5673.00,550000.00
28-Jun-19,Punggol,Blk 207A Punggol Place,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,5059.00,465000.00
28-Jun-19,Punggol,Blk 207B Punggol Place,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,5274.00,485000.00
28-Jun-19,Punggol,Blk 207D Punggol Place,XX to XX,4-Room,Model A,99 Yrs FROM 2014,92,5382.00,495000.00
28-Jun-19,Punggol,Blk 209B Punggol Place,XX to XX,4-Room,Model A,Unknown,92,5167.00,475000.00
28-Jun-19,Punggol,Blk 273B Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5587.00,520000.00
28-Jun-19,Punggol,Blk 273C Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5479.00,510000.00
28-Jun-19,Punggol,Blk 273C Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5587.00,520000.00
28-Jun-19,Punggol,Blk 273D Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5565.00,518000.00
28-Jun-19,Punggol,Blk 274D Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,93,5909.00,550000.00
28-Jun-19,Punggol,Blk 288B Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,99,5662.00,560000.00
28-Jun-19,Punggol,Blk 289B Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,95,5576.00,528888.00
28-Jun-19,Punggol,Blk 289D Punggol Place,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2013,96,5576.00,535000.00
28-Jun-19,Punggol,Blk 603A Punggol Road,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,5005.00,460000.00
28-Jun-19,Punggol,Blk 212A Punggol Walk,XX to XX,4-Room,Model A,99 Yrs FROM 2015,93,4844.00,450000.00
28-Jun-19,Punggol,Blk 212B Punggol Walk,XX to XX,4-Room,Model A,Unknown,93,5145.00,478000.00
28-Jun-19,Punggol,Blk 213A Punggol Walk,XX to XX,4-Room,Model A,Unknown,93,4865.00,452000.00
28-Jun-19,Punggol,Blk 213C Punggol Walk,XX to XX,4-Room,Model A,Unknown,93,4898.00,455000.00
28-Jun-19,Punggol,Blk 271B Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,93,5963.00,555000.00
28-Jun-19,Punggol,Blk 272A Punggol Walk,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2014,93,5694.00,530000.00
1-May-19,Punggol,Blk 135 Edgedale Plains,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,91,4069.00,369988.00
1-May-19,Punggol,Blk 114 Edgefield Plains,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,95,3950.00,375000.00
1-May-19,Punggol,Blk 178 Edgefield Plains,XX to XX,4-Room,Premium Apartment,99 Yrs FROM 2003,90,4230.00,380000.00
1-May-19,Punggol,Blk 614A Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4316.00,397000.00
1-May-19,Punggol,Blk 614A Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4629.00,426000.00
1-May-19,Punggol,Blk 614B Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,5059.00,465000.00
1-May-19,Punggol,Blk 614B Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,95,5059.00,480000.00
1-May-19,Punggol,Blk 615A Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4725.00,435000.00
1-May-19,Punggol,Blk 615B Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,92,4241.00,390000.00
1-May-19,Punggol,Blk 615B Edgefield Plains,XX to XX,4-Room,Model A,99 Yrs FROM 2012,97,5027.00,488000.00
1-May-19,Punggol,Blk 601A Punggol Central,XX to XX,4-Room,Model A,99 Yrs FROM 2012,93,3929.00,365000.00
